,Borough,Neighbourhood,Venue,Venue_id,Category,Location.lat,Location.lng
218,Downtown Toronto,Queen's Park,Canadian Tire Gas+,4c2a82ecbbc7e21eb4613582,Gas Station,43.61664701012986,-79.54554508751781
222,Downtown Toronto,Queen's Park,Sparkle Kleen Car Wash,55a80bdd498ed75377125d41,Car Wash,43.632926,-79.543317
223,Downtown Toronto,Queen's Park,Shell Car Wash,5c054216b77c77002c09f3b0,Car Wash,43.622384000000004,-79.603437
224,Downtown Toronto,Queen's Park,Popular Car Wash & Detailing - FREE VACUUMS,4e2ad147d22d3f83c887b668,Car Wash,43.619796753,-79.562225342
230,Downtown Toronto,Queen's Park,Valet Car Wash,51a3898c498e796163a60cf3,Car Wash,43.588976600733005,-79.5924717549748
232,Downtown Toronto,Queen's Park,GTA Pressure Cleaning & Restoration,50ad3e55e4b08e127b417964,Car Wash,43.666620678507925,-79.67120800013844
234,Downtown Toronto,Queen's Park,Ovation Car Wash,4fa7423fe4b0e7038ca31501,Car Wash,43.58788962861066,-79.64116155375625
238,Downtown Toronto,Queen's Park,Petro Car Wash,4dd80b83e4cd37c893bb6539,Car Wash,43.626756,-79.630059
239,Downtown Toronto,Queen's Park,Original Six Car Wash,4d56ddd6fb65236a88390bb4,Car Wash,43.60329569884899,-79.51892682188587
240,Downtown Toronto,Queen's Park,Soap &  Suds,5751c9aa498e15594b182d99,Car Wash,43.591938,-79.6357
241,Downtown Toronto,Queen's Park,Petro Canada Car Wash,58cc148514fb41604232c278,Car Wash,43.61696,-79.54616
242,Downtown Toronto,Queen's Park,24 Hrs. Car Wash,5341a406498e89a4e2f3c775,Car Wash,43.58659531155125,-79.54879978829246
243,Downtown Toronto,Queen's Park,Weston Coin Car Wash,4becab5a8bbcc9283ca98cb1,Car Wash,43.7086000109898,-79.53427622822569
247,Downtown Toronto,Queen's Park,Greenage Car Wash,50e74f64e4b0531acf5b1715,Car Wash,43.6965441346506,-79.63124802988281
248,Downtown Toronto,Queen's Park,Esso Self Service Car Wash,4da083e5e8a6721eef6c39a5,Car Wash,43.601134009090224,-79.63339203141408
252,Downtown Toronto,Queen's Park,Mississauga Kar Kare,4b51d59cf964a5204f5727e3,Automotive Shop,43.58872478168298,-79.59275153019107
254,Downtown Toronto,Queen's Park,Wilson Car Wash,4ee503af722ea7b945b6db2d,Automotive Shop,43.71588044826429,-79.52642617501108
255,Downtown Toronto,Queen's Park,Upscale Car Detailing Service,4ffef9438302e63b3273dd76,Car Wash,43.64529724280223,-79.56533874760432
262,Scarborough,"Rouge,Malvern",Canadian Tire Gas+,4b37b3bff964a520aa4425e3,Gas Station,43.842102949534606,-79.07030940055846
263,Scarborough,"Rouge,Malvern",Petro-Canada,4b9fa7def964a5201d3237e3,Gas Station,43.782892,-79.28849699999999
264,Scarborough,"Rouge,Malvern",PetroCan Touchless Car Wash,4fa16808e4b0ac13aec1a22f,Car Wash,43.87131478841214,-79.26691537410922
269,Scarborough,"Rouge,Malvern",Petro-Canada,4b5aedfff964a520c2da28e3,Gas Station,43.847840000000005,-79.073237
271,Scarborough,"Rouge,Malvern",Midland Car Wash & Detailing,4f391a0fe4b0a1f1988c3ee2,Car Wash,43.75558,-79.26655
273,Scarborough,"Rouge,Malvern",Canadian Tire Gas+,4c64c59b772bef3be9b9c2aa,Gas Station,43.87258551503589,-79.28530443389455
274,Scarborough,"Rouge,Malvern",Car Insanity,56614edd498e16a3d2aa1fa1,Car Wash,43.87296,-79.28092
276,Scarborough,"Rouge,Malvern",Petro-Pass Truck Stop,5a9d956dc9f90707b4aa129a,Gas Station,43.834051,-79.076913
279,Scarborough,"Rouge,Malvern",Mr.Steam Car Wash,4d14be3681cea35da25cd5ec,Car Wash,43.870199,-79.277937
281,Scarborough,"Rouge,Malvern",24/7 Galloway Car Wash,55008a13498e43c314c23e9c,Car Wash,43.76096,-79.194511
283,Scarborough,"Rouge,Malvern",Scarwash Auto Detailing,504a1695e4b0dd0b0d8192d1,Car Wash,43.764826,-79.285895
285,Scarborough,"Rouge,Malvern",Esso  Touchless Car Wash,5144fb20e4b0dfd2d17f542e,Car Wash,43.83491897583008,-79.25656127929688
288,Scarborough,"Rouge,Malvern",Petro Canada Car Wash,52b38ca7498e100cd74f48a5,Car Wash,43.89689289709923,-79.23854303207723
289,Scarborough,"Rouge,Malvern",Discount Car Wash,4c5dab18d25320a140a6c67a,Car Wash,43.8719920952024,-79.27796369302806
291,Scarborough,"Rouge,Malvern",Super Wash - PetroCanada,59c724272079556b58069945,Car Wash,43.78601,-79.1942
292,Scarborough,"Rouge,Malvern",High Octane Car Wash,51850098498ed380ad272e52,Car Wash,43.782298493948794,-79.23517793466719
294,Scarborough,"Rouge,Malvern",EE Auto Group,518facbc498e91f3bf6d3d0a,Car Wash,43.87705770619646,-79.27493062716724
295,Scarborough,"Rouge,Malvern",Shell Car Wash,56f8173b498e96912b7e2e54,Car Wash,43.818002,-79.30359200000001
296,Scarborough,"Rouge,Malvern",Shell Car Wash,58cd95604bafb746486c93cc,Car Wash,43.792618,-79.33055999999999
298,Scarborough,"Rouge,Malvern",Petro Car Wash,4f3bf36ae4b0637758a6fc1c,Car Wash,43.871314,-79.266649
425,Downtown Toronto,"Ryerson,Garden District",Coin Op Carwash,5132672fe4b054cc6df01ed6,Car Wash,43.633799551283424,-79.3980015268763
479,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Petro-Canada,4bd9f0c62a3a0f47f7fda8b6,Gas Station,43.563786,-79.636401
487,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Petro-Pass Truck Stop,4da112117ccc816e7a554b7b,Gas Station,43.681118,-79.683079
488,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",24 Hrs. Car Wash,4bee355da40fc9288d39830c,Car Wash,43.565590388241084,-79.63416517547822
497,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Kingsmere Car Wash,51a25400498e9de81dcb4b39,Car Wash,43.562043738611415,-79.63725768547404
499,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Circle K,5a9c55b626659b1ccd6f644c,Car Wash,43.625699,-79.679401
502,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Dennys 24hrs Car Wash,51c8e023498ef6a4accd4694,Car Wash,43.57384845289323,-79.64451699083723
516,Etobicoke,"Cloverdale,Islington,Martin Grove,Princess Gardens,West Deane Park",Shell Car Wash,56f4179e498e93a5ec6c1127,Car Wash,43.619519,-79.66875999999999
536,Scarborough,"Highland Creek,Rouge Hill,Port Union",Pete's Car Wash,4e5fc9481838d10f59518c6e,Car Wash,43.79928380631836,-79.14391458034514
539,Scarborough,"Highland Creek,Rouge Hill,Port Union",EE Auto Group,5b1aa51b1fa763002cf54662,Car Wash,43.757644,-79.275789
715,York,Humewood-Cedarvale,SuperWorks Car Wash,4c2b45412219c928df46a448,Car Wash,43.79271683595736,-79.44582809513071
